epoch,global_step,learning_rate,step,train_loss,training_batch_wer,val_wer
0,0.0,,0,,,0.3220418393611908
0,0.0,9.999999747378752e-06,0,3.110219717025757,0.7884615659713745,
0,1.0,9.999999747378752e-06,1,1.209457278251648,0.27771249413490295,
0,2.0,9.999999747378752e-06,2,1.732688069343567,0.75,
0,3.0,9.999999747378752e-06,3,1.7696499824523926,0.6758241653442383,
0,4.0,9.999999747378752e-06,4,2.0835061073303223,0.5196969509124756,
0,5.0,9.999999747378752e-06,5,3.2116641998291016,1.0,
0,6.0,9.999999747378752e-06,6,1.038616418838501,0.43529412150382996,
0,7.0,9.999999747378752e-06,7,2.042248249053955,0.4787735939025879,
0,8.0,9.999999747378752e-06,8,4.192751884460449,0.9227453470230103,
0,9.0,9.999999747378752e-06,9,1.3687596321105957,0.5206971764564514,
0,10.0,9.999999747378752e-06,10,1.7003179788589478,0.6423376798629761,
0,11.0,9.999999747378752e-06,11,1.5594782829284668,0.732758641242981,
0,12.0,9.999999747378752e-06,12,1.9993149042129517,0.5825892686843872,
0,13.0,9.999999747378752e-06,13,1.7571022510528564,0.6331417560577393,
0,14.0,9.999999747378752e-06,14,4.209568023681641,0.953125,
0,15.0,9.999999747378752e-06,15,1.6737911701202393,0.6749999523162842,
0,16.0,9.999999747378752e-06,16,1.0341275930404663,0.375,
0,17.0,9.999999747378752e-06,17,2.776155471801758,0.7966752052307129,
0,18.0,9.999999747378752e-06,18,1.7217615842819214,0.5520833730697632,
0,19.0,9.999999747378752e-06,19,2.117147445678711,0.8125,
0,20.0,9.999999747378752e-06,20,1.7235914468765259,0.7922201156616211,
0,21.0,9.999999747378752e-06,21,0.9362975358963013,0.3367224931716919,
0,22.0,9.999999747378752e-06,22,1.2945810556411743,0.5707417726516724,
0,23.0,9.999999747378752e-06,23,1.306860089302063,0.4753984808921814,
0,24.0,9.999999747378752e-06,24,1.0290648937225342,0.29153603315353394,
0,25.0,9.999999747378752e-06,25,1.8360671997070312,0.6443548202514648,
0,26.0,9.999999747378752e-06,26,1.6862359046936035,0.5603535175323486,
0,27.0,9.999999747378752e-06,27,2.1342077255249023,0.7355990409851074,
0,28.0,9.999999747378752e-06,28,0.9521220922470093,0.3895833492279053,
0,29.0,9.999999747378752e-06,29,1.6507275104522705,0.5740740895271301,
0,30.0,9.999999747378752e-06,30,1.4514740705490112,0.6502998471260071,
0,31.0,9.999999747378752e-06,31,1.1019889116287231,0.383301705121994,
0,32.0,9.999999747378752e-06,32,1.6727685928344727,0.4888889193534851,
0,33.0,9.999999747378752e-06,33,1.7344961166381836,0.5612499713897705,
0,34.0,9.999999747378752e-06,34,2.1061699390411377,0.765625,
0,35.0,9.999999747378752e-06,35,1.566864013671875,0.5932773351669312,
0,36.0,9.999999747378752e-06,36,2.053337812423706,0.5735849142074585,
0,37.0,9.999999747378752e-06,37,2.274712085723877,0.6293478012084961,
0,38.0,9.999999747378752e-06,38,1.7494829893112183,0.612601637840271,
0,39.0,9.999999747378752e-06,39,1.8012282848358154,0.5062500238418579,
0,40.0,9.999999747378752e-06,40,2.7514731884002686,0.8306452035903931,
0,41.0,9.999999747378752e-06,41,1.5910078287124634,0.5027927160263062,
0,42.0,9.999999747378752e-06,42,2.6122186183929443,0.8636363744735718,
0,43.0,9.999999747378752e-06,43,1.8821346759796143,0.5883838534355164,
0,44.0,9.999999747378752e-06,44,1.0134328603744507,0.4052726626396179,
0,45.0,9.999999747378752e-06,45,1.8347975015640259,0.7274305820465088,
0,46.0,9.999999747378752e-06,46,1.5787850618362427,0.5258152484893799,
0,47.0,9.999999747378752e-06,47,2.253272294998169,0.5833333134651184,
0,48.0,9.999999747378752e-06,48,1.4295202493667603,0.5012542009353638,
0,49.0,9.999999747378752e-06,49,1.4803305864334106,0.5369106531143188,
0,50.0,,49,,,0.36628201603889465
0,50.0,9.999999747378752e-06,50,1.6523643732070923,0.5265700221061707,
0,51.0,9.999999747378752e-06,51,2.829329252243042,0.7678571343421936,
0,52.0,9.999999747378752e-06,52,1.380585789680481,0.4866478443145752,
0,53.0,9.999999747378752e-06,53,2.6417107582092285,0.90625,
0,54.0,9.999999747378752e-06,54,1.6492397785186768,0.5115385055541992,
0,55.0,9.999999747378752e-06,55,1.3576346635818481,0.5287896394729614,
0,56.0,9.999999747378752e-06,56,0.8715290427207947,0.37534013390541077,
0,57.0,9.999999747378752e-06,57,0.7880434393882751,0.3324154019355774,
